Transaction Date,Customer ID,Description,Stock Code,Invoice No,Quantity,Sales,Unit Price,Date,Category,Profit,Cost,Total Profit
2021-02-27 13:47:00,15547.0,ProBiotic Supplements for Dogs,79321,545060.0,1,34.5,34.5,2021-02-27,Supplements,5.5,29,5.5
2021-02-27 14:44:00,13610.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545066.0,1,29.7,29.7,2021-02-27,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-02-27 14:49:00,17894.0,Dog and Puppy Pads,85123A,545067.0,1,17.7,17.7,2021-02-27,Disposables,6.699999999999999,11,6.699999999999999
2021-02-28 09:26:00,14036.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545073.0,1,76.5,76.5,2021-02-28,Food,21.5,55,21.5
2021-02-28 09:33:00,14211.0,Earth Rated Dog Poop Bags,85099B,545075.0,4,46.8,11.7,2021-02-28,Disposables,2.6999999999999993,9,10.799999999999997
2021-02-28 09:33:00,14211.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545075.0,2,23.4,11.7,2021-02-28,Food,-2.3000000000000007,14,-4.600000000000001
2021-02-28 09:33:00,14211.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545075.0,1,76.5,76.5,2021-02-28,Food,21.5,55,21.5
2021-02-28 09:43:00,15235.0,Dog and Puppy Pads,85123A,545076.0,1,17.7,17.7,2021-02-28,Disposables,6.699999999999999,11,6.699999999999999
2021-02-28 10:15:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,545078.0,1,9.78,9.78,2021-02-28,Food,4.779999999999999,5,4.779999999999999
2021-02-28 10:15:00,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545078.0,1,149.76,149.76,2021-02-28,Food,94.75999999999999,55,94.75999999999999
2021-02-28 10:15:00,,UltraSound Dog Barking Deterrent,22720,545078.0,1,64.74,64.74,2021-02-28,Electronics,39.739999999999995,25,39.739999999999995
2021-02-28 10:30:00,18283.0,Dog and Puppy Pads,85123A,545079.0,1,17.7,17.7,2021-02-28,Disposables,6.699999999999999,11,6.699999999999999
2021-02-28 10:30:00,18283.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545079.0,1,11.7,11.7,2021-02-28,Food,-2.3000000000000007,14,-2.3000000000000007
2021-02-28 10:35:00,16057.0,Rechargeable Pet Nail Grinder,22960,545081.0,1,25.5,25.5,2021-02-28,Grooming,5.5,20,5.5
2021-02-28 10:35:00,16057.0,UltraSound Dog Barking Deterrent,22720,545081.0,1,29.7,29.7,2021-02-28,Electronics,4.699999999999999,25,4.699999999999999
2021-02-28 10:37:00,16992.0,UltraSound Dog Barking Deterrent,22720,545082.0,1,29.7,29.7,2021-02-28,Electronics,4.699999999999999,25,4.699999999999999
2021-02-28 11:19:00,15039.0,Dog and Puppy Pads,85123A,545085.0,1,17.7,17.7,2021-02-28,Disposables,6.699999999999999,11,6.699999999999999
2021-02-28 11:19:00,15039.0,Earth Rated Dog Poop Bags,85099B,545085.0,4,46.8,11.7,2021-02-28,Disposables,2.6999999999999993,9,10.799999999999997
2021-02-28 11:19:00,15039.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545085.0,4,46.8,11.7,2021-02-28,Food,-2.3000000000000007,14,-9.200000000000003
2021-02-28 11:19:00,15039.0,NexGard Chew for Dogs,82484,545085.0,1,47.7,47.7,2021-02-28,Food,10.700000000000003,37,10.700000000000003
2021-02-28 11:19:00,15039.0,UltraSound Dog Barking Deterrent,22720,545085.0,1,29.7,29.7,2021-02-28,Electronics,4.699999999999999,25,4.699999999999999
2021-02-28 12:14:00,13675.0,Dog and Puppy Pads,85123A,545148.0,1,17.7,17.7,2021-02-28,Disposables,6.699999999999999,11,6.699999999999999
2021-02-28 12:14:00,13675.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545148.0,1,29.7,29.7,2021-02-28,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-02-28 12:19:00,15062.0,Rechargeable Pet Nail Grinder,22960,545149.0,1,25.5,25.5,2021-02-28,Grooming,5.5,20,5.5
2021-02-28 12:27:00,14227.0,Earth Rated Dog Poop Bags,85099B,545150.0,2,23.4,11.7,2021-02-28,Disposables,2.6999999999999993,9,5.399999999999999
2021-02-28 12:27:00,14227.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545150.0,2,23.4,11.7,2021-02-28,Food,-2.3000000000000007,14,-4.600000000000001
2021-02-28 12:27:00,14227.0,Rechargeable Pet Nail Grinder,22960,545150.0,1,25.5,25.5,2021-02-28,Grooming,5.5,20,5.5
2021-02-28 13:09:00,12921.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545154.0,1,76.5,76.5,2021-02-28,Food,21.5,55,21.5
2021-02-28 13:25:00,14527.0,NexGard Chew for Dogs,82484,545155.0,1,47.7,47.7,2021-02-28,Food,10.700000000000003,37,10.700000000000003
2021-02-28 13:27:00,13509.0,Sheba Perfect Portions Pat Wet Cat Food,22197,545156.0,4,20.4,5.1,2021-02-28,Food,0.09999999999999964,5,0.3999999999999986
2021-02-28 13:27:00,14239.0,Dog and Puppy Pads,85123A,545157.0,1,17.7,17.7,2021-02-28,Disposables,6.699999999999999,11,6.699999999999999
2021-02-28 13:34:00,16187.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545161.0,1,76.5,76.5,2021-02-28,Food,21.5,55,21.5
2021-02-28 13:35:00,16187.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545162.0,1,29.7,29.7,2021-02-28,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-02-28 13:40:00,16458.0,Dog and Puppy Pads,85123A,545164.0,1,17.7,17.7,2021-02-28,Disposables,6.699999999999999,11,6.699999999999999
2021-02-28 13:40:00,16458.0,Earth Rated Dog Poop Bags,85099B,545164.0,2,23.4,11.7,2021-02-28,Disposables,2.6999999999999993,9,5.399999999999999
2021-02-28 13:40:00,16458.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545164.0,2,23.4,11.7,2021-02-28,Food,-2.3000000000000007,14,-4.600000000000001
2021-02-28 14:03:00,17027.0,Pet Odor Eliminator,84879,545166.0,1,10.14,10.14,2021-02-28,Cleanig Supplies,2.1400000000000006,8,2.1400000000000006
2021-02-28 14:03:00,17027.0,UltraSound Dog Barking Deterrent,22720,545166.0,1,29.7,29.7,2021-02-28,Electronics,4.699999999999999,25,4.699999999999999
2021-02-28 14:45:00,12509.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545181.0,2,59.4,29.7,2021-02-28,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-02-28 14:59:00,15570.0,Rechargeable Pet Nail Grinder,22960,545183.0,1,25.5,25.5,2021-02-28,Grooming,5.5,20,5.5
2021-02-28 15:00:00,13292.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545184.0,1,76.5,76.5,2021-02-28,Food,21.5,55,21.5
2021-02-28 15:05:00,17841.0,ProBiotic Supplements for Dogs,79321,545186.0,1,34.5,34.5,2021-02-28,Supplements,5.5,29,5.5
2021-02-28 15:19:00,14056.0,UltraSound Dog Barking Deterrent,22720,545188.0,1,29.7,29.7,2021-02-28,Electronics,4.699999999999999,25,4.699999999999999
2021-02-28 15:32:00,15656.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545190.0,1,76.5,76.5,2021-02-28,Food,21.5,55,21.5
2021-02-28 15:32:00,15656.0,UltraSound Dog Barking Deterrent,22720,545190.0,1,29.7,29.7,2021-02-28,Electronics,4.699999999999999,25,4.699999999999999
2021-02-28 15:39:00,12811.0,Earth Rated Dog Poop Bags,85099B,545191.0,2,23.4,11.7,2021-02-28,Disposables,2.6999999999999993,9,5.399999999999999
2021-02-28 15:39:00,12811.0,Pet Grooming Brush,20725,545191.0,2,19.8,9.9,2021-02-28,Grooming,0.9000000000000004,9,1.8000000000000007
2021-02-28 16:47:00,,Dog and Puppy Pads,85123A,545215.0,1,34.74,34.74,2021-02-28,Disposables,23.740000000000002,11,23.740000000000002
2021-02-28 16:47:00,,Dog and Puppy Pads,85123A,545215.0,2,35.4,17.7,2021-02-28,Disposables,6.699999999999999,11,13.399999999999999
2021-02-28 16:47:00,,Earth Rated Dog Poop Bags,85099B,545215.0,1,24.78,24.78,2021-02-28,Disposables,15.780000000000001,9,15.780000000000001
2021-02-28 16:47:00,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545215.0,2,59.52,29.76,2021-02-28,Disposables,-0.23999999999999844,30,-0.4799999999999969
2021-02-28 16:47:00,,Rechargeable Pet Nail Grinder,22960,545215.0,1,49.74,49.74,2021-02-28,Grooming,29.740000000000002,20,29.740000000000002
2021-02-28 16:47:00,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545215.0,1,76.5,76.5,2021-02-28,Food,21.5,55,21.5
2021-02-28 16:47:00,,UltraSound Dog Barking Deterrent,22720,545215.0,1,64.74,64.74,2021-02-28,Electronics,39.739999999999995,25,39.739999999999995
2021-02-28 16:50:00,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,22114,545216.0,1,49.74,49.74,2021-02-28,Grooming,36.74,13,36.74
2021-02-28 16:50:00,,Indoor Pet Camera,22502,545216.0,1,49.74,49.74,2021-02-28,Electronics,6.740000000000002,43,6.740000000000002
2021-02-28 16:50:00,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545216.0,5,148.8,29.76,2021-02-28,Disposables,-0.23999999999999844,30,-1.1999999999999922
2021-02-28 16:50:00,,ProBiotic Supplements for Dogs,79321,545216.0,1,64.74,64.74,2021-02-28,Supplements,35.739999999999995,29,35.739999999999995
2021-02-28 16:50:00,,Rechargeable Pet Nail Grinder,22960,545216.0,1,49.74,49.74,2021-02-28,Grooming,29.740000000000002,20,29.740000000000002
2021-02-28 16:50:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,545216.0,1,9.78,9.78,2021-02-28,Food,4.779999999999999,5,4.779999999999999
2021-02-28 16:50:00,,UltraSound Dog Barking Deterrent,22720,545216.0,1,64.74,64.74,2021-02-28,Electronics,39.739999999999995,25,39.739999999999995
2021-02-28 16:59:00,,Indoor Pet Camera,22502,545217.0,1,49.74,49.74,2021-02-28,Electronics,6.740000000000002,43,6.740000000000002
2021-02-28 16:59:00,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,545217.0,1,34.74,34.74,2021-02-28,Disposables,16.740000000000002,18,16.740000000000002
2021-02-28 16:59:00,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545217.0,3,89.28,29.76,2021-02-28,Disposables,-0.23999999999999844,30,-0.7199999999999953
2021-02-28 16:59:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545217.0,1,24.78,24.78,2021-02-28,Food,10.780000000000001,14,10.780000000000001
2021-02-28 16:59:00,,NexGard Chew for Dogs,82484,545217.0,1,99.78,99.78,2021-02-28,Food,62.78,37,62.78
2021-02-28 16:59:00,,Pet Grooming Brush,20725,545217.0,1,24.78,24.78,2021-02-28,Grooming,15.780000000000001,9,15.780000000000001
2021-02-28 16:59:00,,Pet Odor Eliminator,84879,545217.0,3,56.16,18.72,2021-02-28,Cleanig Supplies,10.719999999999999,8,32.16
2021-02-28 16:59:00,,Rechargeable Pet Nail Grinder,22960,545217.0,1,49.74,49.74,2021-02-28,Grooming,29.740000000000002,20,29.740000000000002
2021-02-28 16:59:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,545217.0,1,9.78,9.78,2021-02-28,Food,4.779999999999999,5,4.779999999999999
2021-02-28 16:59:00,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545217.0,1,149.76,149.76,2021-02-28,Food,94.75999999999999,55,94.75999999999999
2021-02-28 16:59:00,,UltraSound Dog Barking Deterrent,22720,545217.0,1,64.74,64.74,2021-02-28,Electronics,39.739999999999995,25,39.739999999999995
2021-02-28 17:01:00,17462.0,Earth Rated Dog Poop Bags,85099B,545218.0,2,23.4,11.7,2021-02-28,Disposables,2.6999999999999993,9,5.399999999999999
2021-02-28 17:01:00,17462.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545218.0,2,23.4,11.7,2021-02-28,Food,-2.3000000000000007,14,-4.600000000000001
2021-02-28 17:01:00,17462.0,Rechargeable Pet Nail Grinder,22960,545218.0,2,45.0,22.5,2021-02-28,Grooming,2.5,20,5.0
2021-02-28 17:01:00,17462.0,UltraSound Dog Barking Deterrent,22720,545218.0,1,29.7,29.7,2021-02-28,Electronics,4.699999999999999,25,4.699999999999999
2021-03-01 08:30:00,14620.0,Rechargeable Pet Nail Grinder,22960,545220.0,1,25.5,25.5,2021-03-01,Grooming,5.5,20,5.5
2021-03-01 08:35:00,14740.0,Rechargeable Pet Nail Grinder,22960,545221.0,1,25.5,25.5,2021-03-01,Grooming,5.5,20,5.5
2021-03-01 08:49:00,13880.0,UltraSound Dog Barking Deterrent,22720,545222.0,2,59.4,29.7,2021-03-01,Electronics,4.699999999999999,25,9.399999999999999
2021-03-01 09:03:00,17068.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545224.0,4,46.8,11.7,2021-03-01,Food,-2.3000000000000007,14,-9.200000000000003
2021-03-01 09:33:00,12428.0,Dog and Puppy Pads,85123A,545226.0,1,17.7,17.7,2021-03-01,Disposables,6.699999999999999,11,6.699999999999999
2021-03-01 09:33:00,12428.0,Earth Rated Dog Poop Bags,85099B,545226.0,2,23.4,11.7,2021-03-01,Disposables,2.6999999999999993,9,5.399999999999999
2021-03-01 09:33:00,12428.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545226.0,1,29.7,29.7,2021-03-01,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-01 09:33:00,12428.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545226.0,2,23.4,11.7,2021-03-01,Food,-2.3000000000000007,14,-4.600000000000001
2021-03-01 09:33:00,12428.0,Rechargeable Pet Nail Grinder,22960,545226.0,1,25.5,25.5,2021-03-01,Grooming,5.5,20,5.5
2021-03-01 09:35:00,12428.0,UltraSound Dog Barking Deterrent,22720,545227.0,2,59.4,29.7,2021-03-01,Electronics,4.699999999999999,25,9.399999999999999
2021-03-01 09:47:00,16078.0,Indoor Pet Camera,22502,545228.0,3,89.1,29.7,2021-03-01,Electronics,-13.3,43,-39.900000000000006
2021-03-01 09:52:00,16915.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545229.0,1,29.7,29.7,2021-03-01,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-01 10:19:00,15676.0,Dog and Puppy Pads,85123A,545232.0,2,35.4,17.7,2021-03-01,Disposables,6.699999999999999,11,13.399999999999999
2021-03-01 10:26:00,18075.0,Dog and Puppy Pads,85123A,545234.0,2,35.4,17.7,2021-03-01,Disposables,6.699999999999999,11,13.399999999999999
2021-03-01 10:26:00,18075.0,UltraSound Dog Barking Deterrent,22720,545234.0,1,29.7,29.7,2021-03-01,Electronics,4.699999999999999,25,4.699999999999999
2021-03-01 10:38:00,15709.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545237.0,1,29.7,29.7,2021-03-01,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-01 11:42:00,15971.0,Earth Rated Dog Poop Bags,85099B,545287.0,10,117.0,11.7,2021-03-01,Disposables,2.6999999999999993,9,26.999999999999993
2021-03-01 11:48:00,15311.0,Earth Rated Dog Poop Bags,85099B,545288.0,17,168.3,9.9,2021-03-01,Disposables,0.9000000000000004,9,15.300000000000006
2021-03-01 11:48:00,15311.0,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,545288.0,1,17.7,17.7,2021-03-01,Disposables,-0.3000000000000007,18,-0.3000000000000007
2021-03-01 11:48:00,15311.0,Pet Grooming Brush,20725,545288.0,17,147.9,8.7,2021-03-01,Grooming,-0.3000000000000007,9,-5.100000000000012
2021-03-01 11:48:00,15311.0,ProBiotic Supplements for Dogs,79321,545288.0,4,118.8,29.7,2021-03-01,Supplements,0.6999999999999993,29,2.799999999999997
2021-03-01 11:55:00,14732.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545289.0,2,23.4,11.7,2021-03-01,Food,-2.3000000000000007,14,-4.600000000000001
2021-03-01 12:01:00,14688.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545290.0,2,23.4,11.7,2021-03-01,Food,-2.3000000000000007,14,-4.600000000000001
2021-03-01 12:07:00,17965.0,Sheba Perfect Portions Pat Wet Cat Food,22197,545294.0,2,10.2,5.1,2021-03-01,Food,0.09999999999999964,5,0.1999999999999993
2021-03-01 12:24:00,15092.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545300.0,1,29.7,29.7,2021-03-01,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-01 12:51:00,16212.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545304.0,1,29.7,29.7,2021-03-01,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-01 12:51:00,16212.0,Rechargeable Pet Nail Grinder,22960,545304.0,1,25.5,25.5,2021-03-01,Grooming,5.5,20,5.5
2021-03-01 12:58:00,15257.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545305.0,1,76.5,76.5,2021-03-01,Food,21.5,55,21.5
2021-03-01 13:19:00,14656.0,Dog and Puppy Pads,85123A,545308.0,1,17.7,17.7,2021-03-01,Disposables,6.699999999999999,11,6.699999999999999
2021-03-01 13:19:00,14656.0,Rechargeable Pet Nail Grinder,22960,545308.0,1,25.5,25.5,2021-03-01,Grooming,5.5,20,5.5
2021-03-01 13:40:00,13884.0,Dog and Puppy Pads,85123A,545309.0,2,35.4,17.7,2021-03-01,Disposables,6.699999999999999,11,13.399999999999999
2021-03-01 13:55:00,15953.0,Dog and Puppy Pads,85123A,545313.0,6,91.8,15.3,2021-03-01,Disposables,4.300000000000001,11,25.800000000000004
2021-03-01 13:55:00,15953.0,Pet Odor Eliminator,84879,545313.0,2,20.28,10.14,2021-03-01,Cleanig Supplies,2.1400000000000006,8,4.280000000000001
2021-03-01 13:55:00,15953.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545313.0,1,76.5,76.5,2021-03-01,Food,21.5,55,21.5
2021-03-01 14:14:00,,Earth Rated Dog Poop Bags,85099B,545315.0,1,24.78,24.78,2021-03-01,Disposables,15.780000000000001,9,15.780000000000001
2021-03-01 14:14:00,,Earth Rated Dog Poop Bags,85099B,545317.0,1,24.78,24.78,2021-03-01,Disposables,15.780000000000001,9,15.780000000000001
2021-03-01 14:14:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545315.0,1,24.78,24.78,2021-03-01,Food,10.780000000000001,14,10.780000000000001
2021-03-01 14:14:00,,Pet Grooming Brush,20725,545316.0,1,29.76,29.76,2021-03-01,Grooming,20.76,9,20.76
2021-03-01 14:14:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,545315.0,1,9.78,9.78,2021-03-01,Food,4.779999999999999,5,4.779999999999999
2021-03-01 14:14:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,545317.0,1,9.78,9.78,2021-03-01,Food,4.779999999999999,5,4.779999999999999
2021-03-01 14:42:00,16839.0,Earth Rated Dog Poop Bags,85099B,545319.0,2,23.4,11.7,2021-03-01,Disposables,2.6999999999999993,9,5.399999999999999
2021-03-01 14:53:00,12747.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545321.0,4,46.8,11.7,2021-03-01,Food,-2.3000000000000007,14,-9.200000000000003
2021-03-01 14:53:00,12747.0,Pet Odor Eliminator,84879,545321.0,3,30.42,10.14,2021-03-01,Cleanig Supplies,2.1400000000000006,8,6.420000000000002
2021-03-01 14:56:00,13599.0,Earth Rated Dog Poop Bags,85099B,545322.0,17,168.3,9.9,2021-03-01,Disposables,0.9000000000000004,9,15.300000000000006
2021-03-01 14:56:00,13599.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,545322.0,2,23.4,11.7,2021-03-01,Food,-2.3000000000000007,14,-4.600000000000001
2021-03-01 14:58:00,13110.0,Dog and Puppy Pads,85123A,545324.0,1,17.7,17.7,2021-03-01,Disposables,6.699999999999999,11,6.699999999999999
2021-03-01 15:12:00,14560.0,UltraSound Dog Barking Deterrent,22720,545326.0,1,29.7,29.7,2021-03-01,Electronics,4.699999999999999,25,4.699999999999999
2021-03-01 15:16:00,13166.0,UltraSound Dog Barking Deterrent,22720,545327.0,1,29.7,29.7,2021-03-01,Electronics,4.699999999999999,25,4.699999999999999
2021-03-01 16:22:00,,Dog and Puppy Pads,85123A,545333.0,1,17.7,17.7,2021-03-01,Disposables,6.699999999999999,11,6.699999999999999
2021-03-01 16:22:00,,Dog and Puppy Pads,85123A,545333.0,1,34.74,34.74,2021-03-01,Disposables,23.740000000000002,11,23.740000000000002
2021-03-01 16:22:00,,Earth Rated Dog Poop Bags,85099B,545333.0,1,24.78,24.78,2021-03-01,Disposables,15.780000000000001,9,15.780000000000001
2021-03-01 16:22:00,,Indoor Pet Camera,22502,545333.0,1,49.74,49.74,2021-03-01,Electronics,6.740000000000002,43,6.740000000000002
2021-03-01 16:22:00,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545333.0,2,59.52,29.76,2021-03-01,Disposables,-0.23999999999999844,30,-0.4799999999999969
2021-03-01 16:22:00,,Pet Grooming Brush,20725,545333.0,1,24.78,24.78,2021-03-01,Grooming,15.780000000000001,9,15.780000000000001
2021-03-01 16:22:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,545333.0,1,9.78,9.78,2021-03-01,Food,4.779999999999999,5,4.779999999999999
2021-03-01 16:22:00,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545333.0,1,76.5,76.5,2021-03-01,Food,21.5,55,21.5
2021-03-01 16:22:00,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545333.0,1,149.76,149.76,2021-03-01,Food,94.75999999999999,55,94.75999999999999
2021-03-02 08:26:00,14292.0,Rechargeable Pet Nail Grinder,22960,545339.0,2,45.0,22.5,2021-03-02,Grooming,2.5,20,5.0
2021-03-02 08:26:00,14292.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545339.0,3,197.1,65.7,2021-03-02,Food,10.700000000000003,55,32.10000000000001
2021-03-02 08:26:00,14292.0,UltraSound Dog Barking Deterrent,22720,545339.0,1,29.7,29.7,2021-03-02,Electronics,4.699999999999999,25,4.699999999999999
2021-03-02 08:41:00,15416.0,Rechargeable Pet Nail Grinder,22960,545340.0,1,25.5,25.5,2021-03-02,Grooming,5.5,20,5.5
2021-03-02 08:41:00,15416.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545340.0,2,153.0,76.5,2021-03-02,Food,21.5,55,43.0
2021-03-02 09:03:00,17949.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545341.0,25,1642.5,65.7,2021-03-02,Food,10.700000000000003,55,267.50000000000006
2021-03-02 09:04:00,13497.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545342.0,1,29.7,29.7,2021-03-02,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-02 09:24:00,16678.0,Rechargeable Pet Nail Grinder,22960,545344.0,1,25.5,25.5,2021-03-02,Grooming,5.5,20,5.5
2021-03-02 09:49:00,12834.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545346.0,1,29.7,29.7,2021-03-02,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-02 11:07:00,18118.0,Earth Rated Dog Poop Bags,85099B,545349.0,1,11.7,11.7,2021-03-02,Disposables,2.6999999999999993,9,2.6999999999999993
2021-03-02 11:07:00,18118.0,Sheba Perfect Portions Pat Wet Cat Food,22197,545349.0,17,73.44,4.32,2021-03-02,Food,-0.6799999999999997,5,-11.559999999999995
2021-03-02 11:43:00,13722.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545398.0,2,59.4,29.7,2021-03-02,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-03-02 11:43:00,13722.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545398.0,1,76.5,76.5,2021-03-02,Food,21.5,55,21.5
2021-03-02 11:48:00,14934.0,Pet Grooming Brush,20725,545399.0,2,19.8,9.9,2021-03-02,Grooming,0.9000000000000004,9,1.8000000000000007
2021-03-02 11:48:00,14934.0,Sheba Perfect Portions Pat Wet Cat Food,22197,545399.0,2,10.2,5.1,2021-03-02,Food,0.09999999999999964,5,0.1999999999999993
2021-03-02 11:48:00,14934.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545399.0,1,76.5,76.5,2021-03-02,Food,21.5,55,21.5
2021-03-02 12:03:00,17048.0,Rechargeable Pet Nail Grinder,22960,545400.0,1,25.5,25.5,2021-03-02,Grooming,5.5,20,5.5
2021-03-02 12:10:00,15067.0,Rechargeable Pet Nail Grinder,22960,545408.0,1,25.5,25.5,2021-03-02,Grooming,5.5,20,5.5
2021-03-02 12:10:00,15067.0,UltraSound Dog Barking Deterrent,22720,545408.0,4,102.0,25.5,2021-03-02,Electronics,0.5,25,2.0
2021-03-02 12:18:00,16670.0,Dog and Puppy Pads,85123A,545410.0,1,17.7,17.7,2021-03-02,Disposables,6.699999999999999,11,6.699999999999999
2021-03-02 12:18:00,16670.0,Earth Rated Dog Poop Bags,85099B,545410.0,2,23.4,11.7,2021-03-02,Disposables,2.6999999999999993,9,5.399999999999999
2021-03-02 12:18:00,16670.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,545410.0,1,29.7,29.7,2021-03-02,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-03-02 12:18:00,16670.0,UltraSound Dog Barking Deterrent,22720,545410.0,1,29.7,29.7,2021-03-02,Electronics,4.699999999999999,25,4.699999999999999
2021-03-02 12:21:00,16128.0,Rechargeable Pet Nail Grinder,22960,545411.0,2,45.0,22.5,2021-03-02,Grooming,2.5,20,5.0
2021-03-02 12:21:00,16128.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545411.0,1,76.5,76.5,2021-03-02,Food,21.5,55,21.5
2021-03-02 13:03:00,15641.0,UltraSound Dog Barking Deterrent,22720,545415.0,1,29.7,29.7,2021-03-02,Electronics,4.699999999999999,25,4.699999999999999
2021-03-02 14:34:00,15643.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545423.0,1,76.5,76.5,2021-03-02,Food,21.5,55,21.5
2021-03-02 14:34:00,15643.0,UltraSound Dog Barking Deterrent,22720,545423.0,1,29.7,29.7,2021-03-02,Electronics,4.699999999999999,25,4.699999999999999
2021-03-02 14:39:00,16792.0,Dog and Puppy Pads,85123A,545425.0,1,17.7,17.7,2021-03-02,Disposables,6.699999999999999,11,6.699999999999999
2021-03-02 14:41:00,15189.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545426.0,3,197.1,65.7,2021-03-02,Food,10.700000000000003,55,32.10000000000001
2021-03-02 14:43:00,14239.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,545428.0,1,76.5,76.5,2021-03-02,Food,21.5,55,21.5
